,date,money,clear_money
2118,2026-01-08 00:00:00,18428.399999999994,9223.184650000956
2119,2026-01-08 04:00:00,18268.899999999994,9063.684650000956
2120,2026-01-08 08:00:00,18453.29999999999,9248.08465000095
2121,2026-01-08 12:00:00,17905.399999999994,8654.794600000954
2122,2026-01-08 16:00:00,17905.399999999994,8609.539650000952
2123,2026-01-08 20:00:00,18222.999999999985,8927.139650000943
2124,2026-01-09 00:00:00,17685.29999999999,8389.439650000946
2125,2026-01-09 04:00:00,17524.399999999994,8228.539650000952
2126,2026-01-09 08:00:00,17355.499999999985,8059.639650000943
2127,2026-01-09 12:00:00,17225.199999999983,7929.33965000094
2128,2026-01-09 16:00:00,17703.199999999983,8407.33965000094
2129,2026-01-09 20:00:00,18017.199999999983,8721.33965000094
2130,2026-01-10 00:00:00,17277.59999999999,7981.739650000949
2131,2026-01-10 04:00:00,18124.699999999983,8828.83965000094
2132,2026-01-10 08:00:00,17811.699999999983,8515.83965000094
2133,2026-01-10 12:00:00,17823.999999999985,8528.139650000943
2134,2026-01-10 16:00:00,17788.199999999983,8492.33965000094
2135,2026-01-10 20:00:00,17722.499999999985,8426.639650000943
2136,2026-01-11 00:00:00,17792.59999999999,8496.739650000949
2137,2026-01-11 04:00:00,17823.899999999994,8528.039650000952
2138,2026-01-11 08:00:00,17945.699999999983,8649.83965000094
2139,2026-01-11 12:00:00,17718.79999999999,8422.939650000946
2140,2026-01-11 16:00:00,17751.29999999999,8455.439650000946
2141,2026-01-11 20:00:00,17707.999999999985,8412.139650000943
2142,2026-01-12 00:00:00,17581.199999999983,8285.33965000094
2143,2026-01-12 04:00:00,17770.59999999999,8474.739650000949
2144,2026-01-12 08:00:00,17450.899999999994,8155.039650000952
2145,2026-01-12 12:00:00,16649.09999999999,7307.356550000957
2146,2026-01-12 16:00:00,16649.09999999999,7307.356550000957
2147,2026-01-12 20:00:00,16649.09999999999,7307.356550000957
2148,2026-01-13 00:00:00,16649.09999999999,7261.547200000961
2149,2026-01-13 04:00:00,16852.29999999999,7464.747200000958
2150,2026-01-13 08:00:00,16283.0,6895.44720000097
2151,2026-01-13 12:00:00,16411.29999999999,7023.747200000958
2152,2026-01-13 16:00:00,16938.399999999994,7550.847200000964
2153,2026-01-13 20:00:00,16992.5,7604.94720000097
2154,2026-01-14 00:00:00,18438.29999999999,9050.747200000958
2155,2026-01-14 04:00:00,19209.899999999994,9822.347200000964
2156,2026-01-14 08:00:00,20405.59999999999,11018.047200000961
2157,2026-01-14 12:00:00,20696.09999999999,11308.547200000961
2158,2026-01-14 16:00:00,20197.0,10809.44720000097
2159,2026-01-14 20:00:00,19794.0,10406.44720000097
2160,2026-01-15 00:00:00,21722.29999999999,12334.747200000958
2161,2026-01-15 04:00:00,22252.199999999997,12864.647200000967
2162,2026-01-15 08:00:00,21938.29999999999,12550.747200000958
2163,2026-01-15 12:00:00,20973.5,11585.94720000097
2164,2026-01-15 16:00:00,21631.59999999999,12244.047200000961
2165,2026-01-15 20:00:00,21579.29999999999,12191.747200000958
2166,2026-01-16 00:00:00,21747.699999999997,12360.147200000967
2167,2026-01-16 04:00:00,20499.59999999999,11112.047200000961
2168,2026-01-16 08:00:00,20597.699999999997,11210.147200000967
2169,2026-01-16 12:00:00,20350.0,10962.44720000097
2170,2026-01-16 16:00:00,20638.79999999999,11251.247200000958
2171,2026-01-16 20:00:00,20413.0,11025.44720000097
2172,2026-01-17 00:00:00,19567.899999999994,10180.347200000964
2173,2026-01-17 04:00:00,19991.399999999994,10603.847200000964
2174,2026-01-17 08:00:00,20534.09999999999,11146.547200000961
2175,2026-01-17 12:00:00,20354.399999999994,10966.847200000964
2176,2026-01-17 16:00:00,20091.5,10703.94720000097
2177,2026-01-17 20:00:00,20314.29999999999,10879.105250000968
2178,2026-01-18 00:00:00,20314.29999999999,10831.340750000978
2179,2026-01-18 04:00:00,20584.999999999985,11102.040750000975
2180,2026-01-18 08:00:00,20735.399999999994,11252.440750000984
2181,2026-01-18 12:00:00,20688.29999999999,11205.340750000978
2182,2026-01-18 16:00:00,20853.399999999994,11370.440750000984
2183,2026-01-18 20:00:00,20709.899999999994,11226.940750000984
2184,2026-01-19 00:00:00,20775.499999999985,11292.540750000975
2185,2026-01-19 04:00:00,20507.699999999983,11024.740750000972
2186,2026-01-19 08:00:00,22229.29999999999,12746.340750000978
2187,2026-01-19 12:00:00,23186.699999999983,13703.740750000972
2188,2026-01-19 16:00:00,23055.399999999994,13572.440750000984
2189,2026-01-19 20:00:00,22706.59999999999,13223.640750000981
2190,2026-01-20 00:00:00,22829.79999999999,13346.840750000978
2191,2026-01-20 04:00:00,22777.09999999999,13294.140750000981
2192,2026-01-20 08:00:00,23253.699999999983,13770.740750000972
2193,2026-01-20 12:00:00,23446.29999999999,13963.340750000978
2194,2026-01-20 16:00:00,24707.199999999983,15224.240750000972
2195,2026-01-20 20:00:00,24657.499999999985,15174.540750000975
2196,2026-01-21 00:00:00,25199.09999999999,15716.140750000981
2197,2026-01-21 04:00:00,26149.199999999983,16666.240750000972
2198,2026-01-21 08:00:00,27452.699999999983,17969.740750000972
2199,2026-01-21 12:00:00,26447.29999999999,16964.340750000978
2200,2026-01-21 16:00:00,26671.999999999985,17189.040750000975
2201,2026-01-21 20:00:00,27086.199999999983,17603.240750000972
2202,2026-01-22 00:00:00,25606.199999999983,16123.240750000972
2203,2026-01-22 04:00:00,25521.399999999994,16038.440750000984
2204,2026-01-22 08:00:00,26431.899999999994,16948.940750000984
2205,2026-01-22 12:00:00,25986.29999999999,16503.340750000978
2206,2026-01-22 16:00:00,26070.699999999983,16587.740750000972
2207,2026-01-22 20:00:00,25933.699999999983,16450.740750000972
2208,2026-01-23 00:00:00,26889.699999999983,17406.740750000972
2209,2026-01-23 04:00:00,26110.399999999994,16627.440750000984
2210,2026-01-23 08:00:00,26324.79999999999,16841.840750000978
2211,2026-01-23 12:00:00,25957.199999999983,16474.240750000972
2212,2026-01-23 16:00:00,26346.09999999999,16863.14075000098
2213,2026-01-23 20:00:00,26672.09999999999,17189.14075000098
2214,2026-01-24 00:00:00,26132.09999999999,16649.14075000098
2215,2026-01-24 04:00:00,25904.999999999985,16422.040750000975
2216,2026-01-24 08:00:00,26284.59999999999,16801.64075000098
2217,2026-01-24 12:00:00,26104.899999999994,16621.940750000984
2218,2026-01-24 16:00:00,26262.09999999999,16779.14075000098
2219,2026-01-24 20:00:00,26294.79999999999,16811.840750000978
2220,2026-01-25 00:00:00,26608.29999999999,17125.340750000978
2221,2026-01-25 04:00:00,26557.29999999999,17074.340750000978
2222,2026-01-25 08:00:00,26662.59999999999,17179.64075000098
2223,2026-01-25 12:00:00,26923.29999999999,17440.340750000978
2224,2026-01-25 16:00:00,27212.999999999985,17730.040750000975
2225,2026-01-25 20:00:00,27312.29999999999,17829.340750000978
2226,2026-01-26 00:00:00,27437.29999999999,17954.340750000978
2227,2026-01-26 04:00:00,29383.899999999994,19900.940750000984
2228,2026-01-26 08:00:00,29214.399999999994,19731.440750000984
2229,2026-01-26 12:00:00,28610.199999999983,19127.240750000972
2230,2026-01-26 16:00:00,27874.399999999994,18391.440750000984
2231,2026-01-26 20:00:00,28033.29999999999,18550.340750000978
2232,2026-01-27 00:00:00,28233.79999999999,18750.840750000978
2233,2026-01-27 04:00:00,27877.699999999983,18394.740750000972
2234,2026-01-27 08:00:00,27542.699999999983,18059.740750000972
2235,2026-01-27 12:00:00,27098.699999999983,17615.740750000972
2236,2026-01-27 16:00:00,27555.399999999994,18072.440750000984
2237,2026-01-27 20:00:00,27895.79999999999,18412.840750000978
2238,2026-01-28 00:00:00,27843.199999999983,18360.240750000972
2239,2026-01-28 04:00:00,27465.199999999983,17982.240750000972
2240,2026-01-28 08:00:00,26645.499999999985,17162.540750000975
2241,2026-01-28 12:00:00,26763.499999999985,17280.540750000975
2242,2026-01-28 16:00:00,26736.499999999985,17253.540750000975
2243,2026-01-28 20:00:00,25806.399999999994,16323.440750000984
2244,2026-01-29 00:00:00,26398.899999999994,16915.940750000984
2245,2026-01-29 04:00:00,26479.699999999983,16952.05895000098
2246,2026-01-29 08:00:00,26479.699999999983,16952.05895000098
2247,2026-01-29 12:00:00,26479.699999999983,16952.05895000098
2248,2026-01-29 16:00:00,26479.699999999983,16952.05895000098
2249,2026-01-29 20:00:00,26479.699999999983,16952.05895000098
2250,2026-01-30 00:00:00,26479.699999999983,16952.05895000098
2251,2026-01-30 04:00:00,26479.699999999983,16952.05895000098
